State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Current Adult Asthma,Stroke,COPD,CHD,High Blood Pressure ,Delay (congestion) per capita/census tract,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Food Insecurity,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Black Carbon,Agricultural pesticides,Lead Paint: % housing units built before 1960,Lead in drinking water violations,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,Landfills,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Temperature-related mortality,Deaths from climate disasters,Increased PM2.5 mortality - CVD (ages 65+),Increased Ozone mortality (all ages),Increase in childhood asthma incidence,Aedes aldopictus dengue transmission increase,Aedes aegypti dengue transmission increase,Aedes aegypti zika transmission increase,FEMA Hazard Mitigation Grants ,Flooding risk to properties,Residential Energy Expenditures (% change),Methane Emissions,Cold Wave - Annualized Frequency,Days with maximum temperature above 35 C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Drought - Annualized Frequency,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index
IL,DuPage,17043841112,"+41.9624274,-088.1143298",81.3,8.2,2.1,4.8,4.3,27.9,74,1.31,0,160.09,2.87,1,5.226227164,,6,26.14,24.55,0.95,0.64,,0,243.3966279913,53.1403999,15900,0.4,0.08,0.02,0.06,0.08,0.01,0.03,0.05,30,9.91791983,4.452574526,35.9667153014947,0,0.383835677,4.01986989428841,0.084082770138481,3.52869232216527,4.979926395,0.694691291,0.26500327,1.14449717380326,1.962629297,,8.7,3.738,36.59,0,35.7,9.3,-1.856730802,5220,-0.00011,4.43E-06,-8.21E-05,0,2,4,21662611.62,0.5,0.031368797,1789723499477,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.11111111,-0.212364414,3.13E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841113,"+41.9456330,-088.0846194",81.2,8.8,2.5,5.7,4.9,29.1,74,1.26,0,142.56,1.75,1,5.84365797,,6,14.08,13.06,0.68,0.34,,0,471.465721119512,49.5661316,16000,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,66.7329687181939,0,0.024029396,4.16073268031068,0.0795609855615105,3.10632588480926,4.234168136,0.123217431,0.020140687,1.1276226324227,1.709418684,,8.867,4.008,36.16,1,47.8,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000123,0,2,4,21662611.62,0.5,0.031368797,362307393024,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.11111111,-0.212364414,1.22E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841114,"+41.9485477,-088.1155524",,8.4,2.2,5,4.4,27.9,74,1.28,0,133.22,2.13,1,5.755697753,,6,26.82,25.41,0.78,0.63,,2,334.294846129516,49.1483116,39900,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,48.1649051109864,0,0.024654835,14.3205933637725,0.090009959442506,3.82943400294076,4.451267524,0.736160112,,1.30871450250972,2.250077077,,8.967,3.79,36.69,1,51.5,0,-1.856730802,5220,-0.00011,4.43E-06,-9.19E-05,0,2,4,21662611.62,0.5,0.031368797,1555363557697,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.3333333333333,10.5,-0.212364414,2.38E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841204,"+41.9287771,-088.0856229",81,8.3,2.5,5.4,4.9,30,74,1.26,0,141.44,1.83,2,5.615159551,8,6,15.16,14.32,0.49,0.36,,0,158.03047702218,50.2487488,59500,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,64.2246884459399,0,,35.936252340494,0.090967041210351,4.54920165335515,5.265885448,0.164259757,,1.97763375911264,3.393055831,,8.867,4.11,36.33,5,57.4,1,-1.856730802,5220,-0.00011,4.43E-06,-0.000121,0,2,4,21662611.62,0.5,0.031368797,441286528449,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,9.722222222,-0.212364414,7.93E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841205,"+41.9241942,-088.1334962",79.8,8.8,2.3,5.6,4.6,27.9,74,1.26,,,2,2,3.93500731,0,6,,,,,,0,27.7166447226463,52.834919,21800,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,45.4125785069282,0,,5.65400640426208,0.122895981570332,3.75142528306629,5.145950544,0.52149758,,0.734902364188427,4.159963517,,8.633,3.751,36.99,3,45.4,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000143,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.11111111,-0.212364414,7.08E-08,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841206,"+41.9113542,-088.1374910",79.7,8.7,3.1,6.4,6.4,32.5,74,1.26,0,116.02,2.85,2,1.965549946,0,6,13.28,11.95,0.66,0.67,,0,69.4061207686604,53.7410889,20500,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,47.7770635970805,0,,5.54227549550304,0.14033988535712,5.1531734813283,5.214741428,0.23430451,,0.633237467981348,4.148888367,,8.633,3.729,36.94,1,42.8,0,-1.856730802,5220,-0.00011,4.43E-06,-7.91E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1.53E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841207,"+41.9194589,-088.0912856",80,8.4,2.2,5,4.3,27.1,74,1.26,0,141,1.95,2,4.333127538,,6,7.82,7.7,0.08,0.05,,0,214.250357842375,52.72995,11700,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,67.8457270902661,0,,20.9565734288288,0.0934918219101615,4.63356950875407,5.817916012,0.029548315,,1.35298488657526,4.424243474,,8.837,4.096,36.5,0,48.9,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000102,0,2,4,21662611.62,0.5,0.031368797,444359392811,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,9.722222222,-0.212364414,2.39E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841208,"+41.9100170,-088.0970728",79.6,8.8,2.1,5,4.1,25.8,74,1.26,0,138.53,1.95,2,2.997177843,,6,36.91,33.97,1.42,1.52,,2,309.189305653385,53.9209595,35000,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,7.06906389476269,0.09674868959105,4.55299015944767,5.634318416,0.077106244,,0.791771427970433,4.898492014,,8.833,3.975,36.71,1,56.2,0.1,-1.856730802,5220,-0.00011,4.43E-06,-0.000121,0,2,4,21662611.62,0.5,0.031368797,1111064185648,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,9.722222222,-0.212364414,6.52E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841209,"+41.9361976,-088.1223419",83.2,8.2,2,4.5,4,27.2,74,1.28,0,134.08,2.13,1,5.390316393,,6,27.18,26.02,0.63,0.52,,3,323.123374319118,50.7047882,33100,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,55.8378427108597,0,,9.79853901973122,0.115796358094447,4.27058078680061,4.731117407,0.669977949,,0.878932632080361,3.469764445,,8.76,3.946,36.79,5,54.9,0,-1.856730802,5220,-0.00012,4.43E-06,-0.000119,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.3333333333333,10.5,-0.212364414,1.18E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841210,"+41.9205761,-088.1141461",80,8.6,1.8,4.3,3.5,24.4,74,1.26,0,,1.95,2,4.350712174,,6,13.75,13.75,0,0,,3,161.793199725205,52.6856194,36700,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,62.800738661387,0,,85.9868834472529,0.118373674124302,4.96886208720335,5.837804914,0.302866593,,1.12876246320777,4.730189168,,8.833,3.89,36.81,3,69.3,0,-1.856730802,5220,-0.00011,4.43E-06,-6.44E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.11111111,-0.212364414,4.74E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841307,"+41.9177487,-088.1621666",82.9,8.8,2.2,5.3,4.3,27.7,74,1.45,0,124.85,2,2,1.133210144,0,6,13.42,11.15,1.41,0.86,,0,42.5637385086079,55.366169,9680,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,46.1533922428662,0,,0.149715828732179,0.16576106819829,2.20731297775472,2.158908233,0.321860494,,0.249011154970721,1.793186113,,8.544,3.458,37.16,8,37.2,0.9,-1.856730802,5220,-1E-04,4.43E-06,-8.63E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,3.89E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841308,"+41.9708120,-088.2296714",84.5,8.5,2.1,5,4.2,27.5,74,1.45,0,137.82,0.8,1,0.286881613,,6,40.92,35.82,2.98,2.12,,6,348.391226903567,47.7805214,3750,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,47.6230848623502,0,,0.00953719452408,0.180236318469773,2.21260455612349,2.957974089,1.073956349,0.743374567,0.772124735336439,2.689049148,0.326646531,8.76,3.227,37.89,8,17.4,9.6,-1.856730802,5220,-1E-04,4.43E-06,-1E-04,0,2,4,21662611.62,0.5,0.031368797,955441964800,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,5.8E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841310,"+41.9427967,-088.2393281",81.1,8.2,1.9,4.4,3.8,26.7,74,1.64,0,162.25,1.03,1,0.745912122,,6,7.96,6.54,0.99,0.44,,2,51.937275201196,48.2500992,3860,0.4,0.06,0.02,0.05,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,17.2831561846911,0,,0.001205187194752,0.175453815394488,1.8005057522595,1.741150505,0.38444539,,1.49906747866028,3.793803948,0.485693354,8.752,3.183,37.76,4,17.8,6.6,-1.856730802,5220,-0.00011,4.43E-06,-5E-05,0,2,4,21662611.62,0.5,0.031368797,955441964800,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,3.25E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841312,"+41.9117874,-088.2357549",84.2,9,2.3,5.5,4.3,26.1,74,1.68,0,110.6,1.25,2,1.285471669,,6,35.13,32.07,1.61,1.45,,5,857.593391781799,54.1494408,3650,0.5,0.05,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,73.3266415926788,0,,0.017045304328902,0.515841284126107,4.10250282711366,3.341584966,0.510236367,0.061999419,1.4389660035556,15.07118083,1.76529541,8.915,3.224,37.71,0,43.6,0.8,-1.856730802,5220,-0.00011,4.43E-06,-0.000119,0,2,4,21662611.62,0.5,0.031368797,1039380637814,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,4.41E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841313,"+41.9248149,-088.2282145",80.6,8.8,3.2,7.2,6.6,35.7,74,1.68,0,118.41,0.83,2,1.043325026,,6,52.92,48.42,2.36,2.13,,4,500.095296410669,49.9689713,2220,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,26.369930625922,0,,0.007297177710234,0.180185512792513,2.43370524088056,1.670855082,,,1.32923935694955,8.016052288,1.248105701,8.858,3.283,37.65,2,18.4,17.4,-1.856730802,5220,-0.00011,4.43E-06,-8.72E-05,0,2,4,21662611.62,0.5,0.031368797,955441964800,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,2.2E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841314,"+41.9790654,-088.1720440",80.9,9,2.3,5.7,4.5,27.4,74,1.27,0,143.58,2.3,2,0.474851463,,6,4.46,4.14,0.27,0.05,,0,204.657177326651,48.3284912,6940,0.4,0.08,0.02,0.06,0.08,0.01,0.03,0.05,30,9.91791983,4.452574526,62.800738661387,0,0.109425405,0.090050885481588,0.118206043322296,2.57022208809899,1.874553391,0.393192771,0.891513045,1.16788780157683,0.609843372,,8.658,3.43,37.62,4,41.8,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000115,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1.48E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841315,"+41.9838301,-088.1541834",,8.8,2.1,4.9,4,25.7,74,1.38,0,174.93,2.3,2,0.767037945,,6,10.49,9.95,0.37,0.18,,2,541.987256187467,49.8400612,6340,0.4,0.08,0.02,0.06,0.08,0.01,0.03,0.05,30,9.91791983,4.452574526,54.3859096026445,0,0.342259729,0.119825497131036,0.103569906163957,2.79327542549632,3.124405657,0.527019991,0.932115481,1.09362044989807,0.604796029,,8.7,3.347,37.31,3,33.8,6.3,-1.856730802,5220,-0.00011,4.43E-06,-0.000141,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,7.72E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841316,"+41.9766800,-088.1947833",79,8.8,2.5,5.8,5,30.2,74,1.26,0,166.08,1.6,2,,,6,17.06,15.27,1.13,0.66,,0,343.234677227153,48.1029205,3290,0.4,0.08,0.01,0.06,0.08,0.01,0.03,0.05,30,9.91791983,4.452574526,33.7222493700353,0,,0.055315715728026,0.154716661077253,2.42938557164764,1.598910601,0.193932752,1.09152043,1.17025643807081,1.911332809,,8.817,3.328,37.66,5,30.8,10.5,-1.856730802,5220,-1E-04,4.43E-06,-0.000129,0,2,4,21662611.62,0.5,0.031368797,1574140696654,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841318,"+41.9690314,-088.1719805",82.1,8.5,2.1,5,4.2,26.2,74,1.28,0,121.02,2.3,2,0.807115273,,6,8.79,8.15,0.51,0.13,,1,300.480082234759,49.7392387,4400,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,56.1207037914758,0,0.075396795,0.237262110991581,0.111958899768318,1.85277776591305,1.532929155,0.705711525,0.631369658,0.650755314120975,0.604216603,,8.767,3.381,37.57,3,22.5,12.3,-1.856730802,5220,-0.00011,4.43E-06,-0.000124,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,2.35E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841320,"+41.9624101,-088.1476852",78.7,8.7,2.2,5.2,4.1,26.8,74,1.45,0,156.16,2.3,2,3.148986608,,6,15.99,14.9,0.78,0.3,,0,796.862165103188,51.6430817,4570,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,67.4243073841704,0,0.208253753,0.184960620267615,0.100837554704474,2.41085280912879,2.932385879,0.949964257,0.372158241,0.819375184180476,0.903356415,,8.633,3.485,37.44,1,35.5,3,-1.856730802,5220,-0.00011,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,2.06E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841321,"+41.9629638,-088.1634588",85.6,8.3,1.9,4.4,3.7,25.5,74,1.3,0,118.25,2.3,1,1.760901208,,6,5.76,5.36,0.28,0.12,,0,33.1933119683918,49.6804085,3700,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,48.0713699094121,0,0.025217979,0.159736257858169,0.108393668129068,1.95039270944126,1.564099053,0.833965948,0.484048552,0.514933734770989,0.585448857,,8.656,3.334,37.5,3,17.7,4.4,-1.856730802,5220,-0.00012,4.43E-06,-0.000104,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,3.81E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841322,"+41.9448725,-088.1540165",79.7,8.4,2.2,5,4.3,27.6,74,1.45,0,138.8,2.2,2,3.588456293,,6,10.71,9.93,0.55,0.24,,2,557.894351184636,48.3817291,7970,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.032250114936467,0.115797344035094,1.7961792375392,2.033567223,0.933744172,0.09226478,0.569025571074785,0.842179281,,8.817,3.47,37.24,3,47.5,0,-1.856730802,5220,-0.00011,4.43E-06,-8.99E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,3.64E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841323,"+41.9457136,-088.1695600",86.2,8.7,2.4,5.4,4.7,28.4,74,1.26,0,150.39,2.2,2,1.539271023,,6,4.23,3.85,0.28,0.1,,0,275.700334499899,47.8954811,3090,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,63.3842921820833,0,,0.0684337870734975,0.128217399443279,1.01501423273535,0.857378412,0.795617653,0.134391088,0.206733101289541,0.288650855,,8.883,3.34,37.46,3,46.5,0,-1.856730802,5220,-1E-04,4.43E-06,-8.5E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,6.64E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841324,"+41.9237745,-088.1497520",81.3,8.4,1.9,4.4,3.6,25.7,74,1.26,0,105.87,2,1,2.669678042,,6,8.66,8.15,0.37,0.14,,0,546.458034034306,53.0138397,6160,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,48.2694205439943,0,,1.68404329166504,0.146937237509596,2.87071734001832,3.525965305,0.557760498,,0.496063211025871,2.825285864,,8.533,3.52,37.16,3,44.5,0,-1.856730802,5220,-1E-04,4.43E-06,-9.65E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,0,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841325,"+41.9335385,-088.1541840",76.8,8.6,2.2,5.1,4.2,26.9,74,1.28,0,132.69,2.2,1,2.832803307,,6,8.59,7.98,0.43,0.18,,0,416.350343610752,51.5683594,10800,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.057287297398706,0.133171716177959,1.52914005540414,2.006782717,0.751505291,,0.345559422985152,1.11151145,,8.667,3.467,37.25,5,44.9,0.1,-1.856730802,5220,-0.00011,4.43E-06,-8.11E-05,0,2,4,21662611.62,0.5,0.031368797,1791149927424,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,4.04E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841326,"+41.9175991,-088.1853745",,8.6,2.4,5.6,5,30.4,74,1.66,0,134.13,1.84,1,0.811960066,,6,71.93,63.91,4.68,3.35,,0,445.948232112212,52.107769,6660,0.5,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,25.2821111650764,0,,0.066288438868492,0.298041321976994,2.17063021499045,0.924126404,0.310412294,,0.609064934183189,2.61543133,0.685251114,8.7,3.381,37.19,5,20.7,10.1,-1.856730802,5220,-1E-04,4.43E-06,-5.05E-05,0,2,4,21662611.62,0.5,0.031368797,1652339577980,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1.13E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841327,"+41.9524395,-088.1967182",81.5,8.5,2.1,4.9,4.3,27.8,74,1.33,0,139.26,1.17,1,0.497340161,,6,26.37,22.37,2.5,1.5,,0,370.131901580962,48.9941711,4000,0.4,0.07,0.01,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,43.4612363346358,0,,0.072551864086252,0.143004904960434,1.60373910687103,0.85815575,0.337736692,0.371540927,0.770490860188884,0.82397384,0.126999854,8.852,3.312,37.58,4,24.4,14.2,-1.856730802,5220,-1E-04,4.43E-06,-6.9E-05,0,2,4,21662611.62,0.5,0.031368797,1528802636631,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1.2E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841401,"+41.8807469,-088.1787179",80.5,8.9,2.6,6.2,5.2,29.8,74,1.67,0,135.49,2.8,2,0.913134233,15,6,20.54,19.07,0.85,0.62,,1,496.489705327852,51.6007614,9000,0.5,0.05,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,54.8595287260079,0,0.080516073,0.493821496981043,0.898034079251088,2.96648112646183,2.593818316,,,1.18479956433567,2.696182086,0.438988286,8.59,3.362,37.17,6,23,14.6,-1.856730802,5220,-0.00011,4.43E-06,-8.03E-05,0,2,4,21662611.62,0.5,0.031368797,520303301954,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.3333333333333,10.5,-0.212364414,1.02E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841403,"+41.8655712,-088.1638326",82.9,8.8,2.7,6.1,5.6,32.3,74,1.64,0,135.14,3.33,2,1.612743548,,6,21.79,19.96,1.24,0.59,,2,389.707423494232,52.9561996,4790,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,14.9730995091622,0,0.160071253,0.774247169156676,0.550015141345311,2.31300884303716,2.782428212,,,0.302541111634544,0.609266937,,8.52,3.403,37.14,5,28.1,9.3,-1.856730802,5220,-1E-04,4.43E-06,-8.61E-05,0,2,4,21662611.62,0.5,0.031368797,517252629248,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,10.11111111,-0.212364414,5.61E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841404,"+41.8912329,-088.1605258",86,8.7,2.3,5.4,4.8,30.1,74,1.67,0,155.1,3.7,2,1.042430968,,6,21.94,21.03,0.64,0.27,,0,584.99690396463,54.9302101,4230,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,29.0735870456217,0,,5.19082170086507,0.225242384416886,3.54872134294047,2.951432046,,,0.28207922432054,1.845619206,0.166236208,8.675,3.435,37.15,7,19.2,19,-1.856730802,5220,-0.00011,4.43E-06,-0.000151,0,2,4,21662611.62,0.5,0.031368797,568553134319,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.11111111,-0.212364414,9.73E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841501,"+41.8885022,-088.2248959",79.1,9.6,3.1,7.4,6,31.3,74,1.68,0,113.06,1.9,2,1.05208925,21,6,19.66,17.3,1.31,1.05,,21,206.988114888926,52.0564117,7210,0.6,0.05,0.01,0.06,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,86.4164083564035,0,,5.72E-05,2.20860997764068,5.42329224182847,3.977318589,0.964363857,0.288015808,1.91335722686912,16.37361412,1.519370277,8.927,3.295,37.44,4,35.5,6.4,-1.856730802,5220,-0.00012,4.43E-06,-0.000106,0,2,4,21662611.62,0.5,0.031368797,4515679767468,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15,10.5,-0.212364414,1.28E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841503,"+41.8701285,-088.1994782",78.4,9.4,2.6,6.1,4.9,27.5,74,1.68,0,128,1.9,2,0.143280132,,6,14.15,12.21,1.13,0.81,,0,827.859516170678,50.8998489,3480,0.5,0.05,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,90.1751381831258,0,0.062233845,0.32234632505149,2.03005316002188,3.21928185980003,2.727674913,,,1.99262428561737,6.923995272,0.414941173,8.6,3.33,37.14,0,46.7,0,-1.856730802,5220,-0.00012,4.43E-06,-0.000138,0,2,4,21662611.62,0.5,0.031368797,2334265519831,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,10.11111111,-0.212364414,0,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841504,"+41.8834958,-088.2007375",79.4,9,2.5,6,4.9,28.9,74,1.68,0,157.47,1.9,2,0.249541753,,6,12.5,11.41,0.62,0.47,,6,438.074519243546,51.4354095,3330,0.5,0.05,0.01,0.06,0.08,0.009,0.02,0.02,30,9.91791983,4.452574526,87.6619918989302,0,,0.0813694134200315,1.8856033206928,5.6251032700362,2.617122951,,,1.46937202448097,9.738977083,1.022194713,8.733,3.345,37.26,0,53.9,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,2799665060667,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,10.5,-0.212364414,1.26E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043841603,"+41.8402943,-088.1746333",81.8,9.6,3.2,7.8,6.5,32.4,74,1.76,0,112.71,2.95,2,1.095907557,17,6,58.81,53.48,3.38,1.95,,0,688.351855539481,55.2503395,5330,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,72.1839194262129,0,0.695577919,1.66628316526796,1.07539028312462,1.19690539330844,2.205344726,,,0.912551019190661,0.646769372,,8.498,3.563,37.39,4,13.6,22,-1.856730802,5220,-1E-04,4.43E-06,-8.65E-05,0,2,4,21662611.62,0.5,0.031368797,641149696544,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,10.11111111,-0.212364414,1.79E-05,-2.497188091,-0.11954347,33.96017551
